4096,0,0,6844,5899,0
4096,0,0,7160,5955,0
4096,0,0,7160,5955,0
4096,0,0,7450,6026,0
4096,0,0,7450,6026,0
4096,0,0,7724,6111,0
4096,0,0,7724,6111,0
2152,0,0,7627,6209,0
2152,0,0,7627,6209,0
2245,0,0,7551,7627,0
2245,0,0,7551,7627,0
2319,0,0,7492,7551,0
2319,0,0,7492,7551,0
2375,0,0,7447,7492,0
2375,0,0,7447,7492,0
2419,0,0,7413,7447,0
2419,0,0,7413,7447,0
2452,0,0,7387,7413,0
2452,0,0,7387,7413,0
2477,0,0,7367,7387,0
2477,0,0,7367,7387,0
2496,0,0,7352,7367,0
2496,0,0,7352,7367,0
2510,0,0,7341,7352,0
2510,0,0,7341,7352,0
2521,0,0,7332,7341,0
2521,0,0,7332,7341,0
2530,0,0,7326,7332,0
2530,0,0,7326,7332,0
2535,0,0,7321,7326,0
2535,0,0,7321,7326,0
2540,0,0,7317,7321,0
2540,0,0,7317,7321,0
2544,0,0,7314,7317,0
2544,0,0,7314,7317,0
2547,0,0,7312,7314,0
2547,0,0,7312,7314,0
2549,0,0,7310,7312,0
2549,0,0,7310,7312,0
2551,0,0,7309,7310,0
2551,0,0,7309,7310,0
2552,0,0,7308,7309,0
2552,0,0,7308,7309,0
2553,0,0,7308,7308,0
2553,0,0,7308,7308,0
2553,0,0,7307,7308,0
2553,0,0,7307,7308,0
2554,0,0,7307,7307,0
2554,0,0,7307,7307,0
2554,0,0,7306,7307,0
2554,0,0,7306,7307,0
2555,0,0,7306,7306,0
2555,0,0,7306,7306,0
2555,0,0,7306,7306,0
2555,0,0,7306,7306,0
2555,0,0,7305,7306,0
2555,0,0,7305,7306,0
2556,0,0,7305,7305,0
2556,0,0,7305,7305,0
4096,0,2,7006,7305,1
4096,0,2,7006,7305,1
4096,0,2,6726,7288,2
4096,0,2,6726,7288,2
4096,0,2,6471,7254,3
4096,0,2,6471,7254,3
4096,0,2,6240,7207,4
4096,0,2,6240,7207,4
4096,0,2,6021,7149,5
4096,0,2,6021,7149,5
4096,0,2,5814,7081,6
4096,0,2,5814,7081,6
4096,0,2,5610,7005,7
4096,0,2,5610,7005,7
4096,0,2,5408,6922,8
4096,0,2,5408,6922,8
4096,0,2,5209,6832,9
4096,0,2,5209,6832,9
4096,0,2,5013,6736,10
4096,0,2,5013,6736,10
4096,0,2,4819,6635,10
4096,0,2,4819,6635,10
4096,0,2,4627,6529,12
4096,0,2,4627,6529,12
4096,0,2,4438,6418,13
4096,0,2,4438,6418,13
4096,0,2,4252,6303,13
4096,0,2,4252,6303,13
4096,0,2,4069,6185,14
4096,0,2,4069,6185,14
4096,0,2,3889,6063,15
4096,0,2,3889,6063,15
4096,0,2,3712,5938,16
4096,0,2,3712,5938,16
4096,0,2,3536,5811,17
4096,0,2,3536,5811,17
4096,0,1,3683,5681,17
4096,0,1,3683,5681,17
4096,0,1,3767,5569,18
4096,0,1,3767,5569,18
4096,0,1,3843,5468,19
4096,0,1,3843,5468,19
4096,0,1,3919,5377,19
4096,0,1,3919,5377,19
4096,0,1,3992,5295,21
4096,0,1,3992,5295,21
4096,0,1,4077,5222,21
4096,0,1,4077,5222,21
4096,0,1,4145,5158,22
4096,0,1,4145,5158,22
4096,0,1,4219,5102,23
4096,0,1,4219,5102,23
4096,0,1,4287,5053,24
4096,0,1,4287,5053,24
4096,0,1,4350,5011,25
4096,0,1,4350,5011,25
4096,0,1,4405,4975,26
4096,0,1,4405,4975,26
4096,0,1,4469,4944,27
4096,0,1,4469,4944,27
4096,0,1,4534,4918,28
4096,0,1,4534,4918,28
4096,0,1,4580,4897,29
4096,0,1,4580,4897,29
4096,0,1,4634,4880,30
